sent_id,entity1,entity2,sent
TRAIN_SENT_ID_253281,西门吹雪,陆小凤,恰在此时 ， 有人 说 受 陆小凤 之托 ， 给 闭关 不出 的 西门吹雪 送来 《 星邪 剑 谱 》 。
TRAIN_SENT_ID_253282,西门吹雪,陆小凤,但 经由 一句 「 正 因为 他 是 西门吹雪 ， 我 是 叶孤城 」 ， 陆小凤 哑然 无言 。
TRAIN_SENT_ID_253283,西门吹雪,陆小凤,2000 年 ， 他 与 林志颖 、 陶红 、 吴兴国 、 王沺裁 等 联袂 主演 电视剧 《 陆小凤 之 决战 前后 》 ， 在 剧中 饰演 西门吹雪 。
TRAIN_SENT_ID_253284,西门吹雪,陆小凤,"剑 上 的 雪 内容简介 : CP — — 西门吹雪 X 花满楼 陆小凤 X 叶孤城 陆小凤 是 个 可爱 , 顽皮 , 好吃懒做 , 好酒 好色 , 厚脸皮 ..."
TRAIN_SENT_ID_253285,西门吹雪,陆小凤,"陆小凤 和 西门吹雪 在 紫禁 之 巅 决一死战 , 他们 没有 决一死战 , 因为 两人 都 死 了 , 他们 真的 死 了 吗 ?"
TRAIN_SENT_ID_253286,西门吹雪,陆小凤,小说 关键字 ： 西门吹雪 无限 流 金庸 古龙 陆小凤 叶孤城 重生 穿越 作品 相关 : 叶孤城
TRAIN_SENT_ID_253287,西门吹雪,陆小凤,最 重视 朋友 的 陆小凤 ， 居然 和 西门吹雪 的 妻子 被 捉奸在床 ！
TRAIN_SENT_ID_253288,西门吹雪,陆小凤,陆小凤 忽然 发现 ， 西门吹雪 凝视 孙秀青 的 目光 中 ， 居然 闪现 出 温柔 的 光辉 ， 他 冷漠 的 面容 也 似乎 有 了 情感 。
TRAIN_SENT_ID_253289,西门吹雪,陆小凤,陆小凤 传奇 之 幽灵 山庄 剧情简介 : 陆小凤 因 染指 西门吹雪 的 妻子 遭 西门吹雪 追杀 。
TRAIN_SENT_ID_253290,西门吹雪,陆小凤,陆小凤 、 西门吹雪 、 老实 和尚 是 《 陆小凤 》 的 主角 ， 但 又 在 《 剑神 一笑 》 中 再现 。
TRAIN_SENT_ID_253291,西门吹雪,陆小凤,导演 刘伟强 ， 编剧 王晶 ， 武术指导 程小东 ， 演员 ： 刘德华 饰 叶孤城 ， 郑伊健 饰 西门吹雪 ， 张家辉 饰 龙龙 九 ( 陆小凤 )
TRAIN_SENT_ID_253292,西门吹雪,陆小凤,当 花满楼 听 完 西门吹雪 这段话 后 ， 他 对 陆小凤 说 ： “ 现在 我 才 明白 ， 他 是 怎么 会练成 那种 剑法 的 了 。
TRAIN_SENT_ID_253293,西门吹雪,陆小凤,剧情简介 : 陆小凤 因 被 西门吹雪 误解 而 遭 追杀 ， 被迫 遁入 幽灵 山庄 。
TRAIN_SENT_ID_253294,西门吹雪,陆小凤,决战 前夕 ， 群雄 纷纷 为 之下 注 豪赌 ， 可是 西门吹雪 忽然 失踪 ， 叶孤城 又 身负重伤 ， 陆小凤 不禁 为 朋友 忧心忡忡 。
TRAIN_SENT_ID_253295,西门吹雪,陆小凤,《 陆小凤 传奇 》 — — 西门吹雪
TRAIN_SENT_ID_253296,西门吹雪,陆小凤,西门吹雪 ﹝ 黄元申 ﹞ 自 目睹 其 夫人 孙秀青 ﹝ 黄杏秀 ﹞ 与 陆小凤 ﹝ 刘松仁 ﹞ 同 在 一床 以后 ， 便 下决心 杀掉 凤 。
TRAIN_SENT_ID_253297,西门吹雪,陆小凤,“ 我 和 陆小凤 喝过 酒 ， 我 和 西门吹雪 比过 剑 。 ”
TRAIN_SENT_ID_253298,西门吹雪,陆小凤,何润东 ： “ 西门吹雪 ” 古装 绝唱 高大 帅气 的 何润东 此次 在 《 陆小凤 》 中 饰演 剑客 第一 高手 “ 西门吹雪 ” 。
TRAIN_SENT_ID_253299,西门吹雪,陆小凤,陆小凤 与 花满楼 来到 珠光宝气 阁 ， 见 西门吹雪 将 独孤 一鹤 杀死 ， 惊愕 万分 。
TRAIN_SENT_ID_253300,西门吹雪,陆小凤,《 陆小凤 传奇 》 中有 这样 一段话 ： 他 （ 西门吹雪 ） 毕竟 是 个人 ， 是 个 男人 ， 又 怎么 能 忍心 对 一个 喜欢 自己 的 美丽 少女 下得 了 毒手 。
TRAIN_SENT_ID_253301,西门吹雪,陆小凤,2015 年 ， 在 深圳 卫视 黄金档 全国 首播 的 《 陆小凤 与 花满楼 》 中 饰演 西门吹雪 。
TRAIN_SENT_ID_253302,西门吹雪,陆小凤,"毒针 、 阴谋 和 幕后 黑手 , 两人 与 好友 陆小凤 、 西门吹雪 、 司空摘星 开始 了 危险 重重的 查案 。"
TRAIN_SENT_ID_253303,西门吹雪,陆小凤,陆小凤 制定 “ 鹰巢 ” 计划 ， 请 西门吹雪 相助 ， 骗得 幽灵 山庄 信任 。
TRAIN_SENT_ID_253304,西门吹雪,陆小凤,陆小凤 等 人 离开 花家 ， 去 万梅 山庄 希望 西门吹雪 出手 相助 。
TRAIN_SENT_ID_253305,西门吹雪,陆小凤,此刻 ， 陆小凤 只 希望 自己 从来 没有 找过 西门吹雪 ， 也 从来不 曾 遇到 过大金鹏 王 … …
TRAIN_SENT_ID_253306,西门吹雪,陆小凤,当 花满楼 听 完 西门吹雪 这段话 后 ， 他 对 陆小凤 说 ： 「 现在 我 才 明白 ， 他 是 怎么 会练成 那种 剑法 的 了 。
TRAIN_SENT_ID_253307,西门吹雪,陆小凤,在 藏宝 处 . 陆小凤 竟然 是 西门吹雪 所扮 . 而 两个 神秘 的 老太 和 老头 竟然 是 陆小凤 和 司空摘星 。
TRAIN_SENT_ID_253308,西门吹雪,陆小凤,小说 关键字 ： 西门吹雪 无限 流 金庸 古龙 陆小凤 叶孤城 重生 穿越 崛起 于 武侠 世界 作品 相关 : 叶孤城
TRAIN_SENT_ID_253309,西门吹雪,陆小凤,陆小凤 嘟囔 着 宫九 抠门 ， 却 笑呵呵 的 准备 供品 香炉 去 了 ， 西门吹雪 也 很 给面子 的 没有 放 冷气 。
TRAIN_SENT_ID_253310,西门吹雪,陆小凤,陆小凤 第一次 与 她 交手 时 ， 已 觉得 她 的 剑法 奇 跪 变幻 甚至 比 西门吹雪 更 可怕 。
TRAIN_SENT_ID_253311,西门吹雪,陆小凤,2000 年 出演 李仁港 导演 的 《 陆小凤 之 决战 前后 》 中 的 西门吹雪 。
TRAIN_SENT_ID_253312,西门吹雪,陆小凤,陆小凤 因 染指 西门吹雪 妻子 遭 西门吹雪 追杀 。
TRAIN_SENT_ID_253313,西门吹雪,陆小凤,这是 没有 办法 可以 形容 ， 也 没有 办法 可以 解释 的 ， 就 好像 陆小凤 的 指头 、 西门吹雪 的 剑 ， 没有 人能 形容 他们 的 成就 已经 到达 哪 一种 阶段 。
TRAIN_SENT_ID_253314,西门吹雪,陆小凤,柳 乘风 是 西门吹雪 的 小舅子 ， 失 陆小凤 传奇 之剑神 一笑 图册 ( 19 张 )
TRAIN_SENT_ID_253315,西门吹雪,陆小凤,就 在 南平 郡王 欲取 皇上 性命 时 ， 六色 童子 中 青 、 蓝两色 童子 不是 别人 ， 而是 陆小凤 的 好 朋友 西门吹雪 和 司空摘星 。
TRAIN_SENT_ID_253316,西门吹雪,陆小凤,其中 在 《 陆小凤 之凤舞 九天 》 中 塑造 的 剑 神 西门吹雪 一 角色 ， 一直 被 称为 武侠 经典 角色 之一 。
TRAIN_SENT_ID_253317,西门吹雪,陆小凤,《 幽灵 山庄 》 : 幽灵 山庄 陆小凤 因 染指 西门吹雪 妻子 遭 西门吹雪 追杀 。
TRAIN_SENT_ID_253318,西门吹雪,陆小凤,轻功 很强 ， 只有 西门吹雪 和 陆小凤 可以 与 之 相比 。
TRAIN_SENT_ID_253319,西门吹雪,陆小凤,2014 年 ， 谭俊彦 参演 由 林峰 、 张晓龙 、 张檬 、 斓 曦 领衔主演 的 《 陆小凤 与 花满楼 》 ， 饰演 西门吹雪 。
TRAIN_SENT_ID_253320,西门吹雪,陆小凤,主角 ： 陆少舟 、 西门吹雪 配角 ： 陆小凤 传奇 众人 桃 宝卷 八 、 有 妖气 :
TRAIN_SENT_ID_253321,西门吹雪,陆小凤,有 西门吹雪 和 陆小凤 在 ， 垂死 的 南平 郡王 说出 了 盗取 《 星邪 剑 谱 》 的 真实 意图 所在 。
TRAIN_SENT_ID_253322,西门吹雪,陆小凤,西门吹雪 陆小凤 花满楼
TRAIN_SENT_ID_253323,西门吹雪,陆小凤,因此 ， 每位 玩家 所 掌控 的 陆小凤 、 花满楼 、 西门吹雪 都 将 是 独一无二 ， 有 其 各自 不同 强化 属性 的 。
TRAIN_SENT_ID_253324,西门吹雪,陆小凤,青 、 蓝两色 童子 不是 别人 ， 而是 陆小凤 的 好 朋友 西门吹雪 和 司空摘星 。
TRAIN_SENT_ID_253325,西门吹雪,陆小凤,（ 《 陆小凤 传奇 》 第一部 至 第三部 时 ， 可能 乃 谦逊 之词 ， 但 第四部 开始 ， 西门吹雪 剑术 突飞猛进 ， 这句 话 可能 已 成为事实 。 ）
TRAIN_SENT_ID_253326,西门吹雪,陆小凤,西门吹雪 诚 于人 ， 故能 赢得 陆小凤 这样 千金 难易 的 朋友 和 孙秀青 那样 一往情深 的 爱人 ， 因为 诚 ， 故能 做到 无求 无 欲 ， 问心无愧 。
TRAIN_SENT_ID_253327,西门吹雪,陆小凤,决战 前夕 ， 西门吹雪 突然 失踪 ， 叶孤城 又 身负重伤 ， 陆小凤 不禁 忧心忡忡 。
TRAIN_SENT_ID_253328,西门吹雪,陆小凤,游戏 由 陆小凤 开始 进行 ， 随着 剧情 发展 ， 将 有 花满楼 和 西门吹雪 加入 队伍 。
TRAIN_SENT_ID_253329,西门吹雪,陆小凤,另一方面 ， 陆小凤 声称 自己 夹 不住 西门吹雪 的 剑 。
TRAIN_SENT_ID_253330,西门吹雪,陆小凤,石秀 云自见 过 花满楼 后 ， 印象 难忘 ， 整日 口 不停 唤花 的 名字 ， 孙秀青 却 记挂着 西门吹雪 ， 马秀真 对 陆小凤 产生 好感 。
TRAIN_SENT_ID_253331,西门吹雪,陆小凤,7 . 叶孤城 和 西门吹雪 比武 后 陆小凤 会 给 你 《 白云 剑谱 》 ， 可以 学会 “ 天外飞仙 ” 。
TRAIN_SENT_ID_253332,西门吹雪,陆小凤,西门吹雪 请 陆小凤 喝酒 ， 陆小凤 猜出 剑 神 的 酒 中 另 有 文章 。
TRAIN_SENT_ID_253333,西门吹雪,陆小凤,陆小凤 因 染指 西门吹雪 的 妻子 遭 西门吹雪 追杀 。
TRAIN_SENT_ID_253334,西门吹雪,陆小凤,借 陆小凤 与 西门吹雪 之手 ， 一举 除去 了 阎铁 珊 （ 严立 本 ） 和 独孤 一鹤 （ 平独鹤 ） 二人 ， 更 毒死 霍天青 ， 杀 上官飞燕 灭口 。
TRAIN_SENT_ID_253335,西门吹雪,陆小凤,1977 年 香港 TVB 《 陆小凤 之 决战 前后 》 ， 集数 8 ， 演员 : 刘松仁 饰 陆小凤 ， 黄允财 饰 花满楼 ， 黄元申 饰 西门吹雪
TRAIN_SENT_ID_253336,西门吹雪,陆小凤,西门吹雪 是 讲究 到 杀人 也 要 沐浴 斋戒 的 ， 而 司空摘星 则 随意 到 和 陆小凤 比 翻跟头 挖 蚯蚓 。
TRAIN_SENT_ID_253337,西门吹雪,陆小凤,《 陆小凤 之凤舞 九天 》 饰 西门吹雪 《 武林 圣火 令 》 饰 韦天 仇
TRAIN_SENT_ID_253338,西门吹雪,陆小凤,陆小凤 要 上官飞燕 立即 带 他 去 见 花满楼 ， 飞燕 却 要 小凤杀 了 西门吹雪 ， 陆小凤 愕然 不知 如何是好 。
TRAIN_SENT_ID_253339,西门吹雪,陆小凤,"出鞘 必见 血 的 西门吹雪 与 例 无 虚发 的 小 李飞 刀 相遇 , 无花 和 老实 和尚 , 陆小凤 与 楚留香 之间 又 会 碰撞 出 怎样 的 情感 ?"
TRAIN_SENT_ID_253933,张静江,孙中山,分手 之 时 ， 张静江 留给 孙中山 一封信 ， 让 他 到 美国 后 去 找 纽约市 第五 街 566 号 他 所 开办 的 通运公司 ， 领取 资助 革命 的 活动 经费 3 万元 。
TRAIN_SENT_ID_253934,张静江,孙中山,张静江 双手 握 孙中山 的 手 ， 哽咽 着 说不出 话 。
TRAIN_SENT_ID_253935,张静江,孙中山,张静江 扶持 蒋介石 步步 紧随 孙中山 ， 为 以后 蒋介石 担任 黄埔军校 校长 一职 提供 了 可能 。
TRAIN_SENT_ID_253936,张静江,孙中山,张静江 为了 准备 孙中山 北伐 讨 袁 ， 想 组织 一支 “ 青年 军 ” ； 骝 公则 替 张 奔波 ， 收拢 了 青年 学生 及 年轻 军官 计 100 余人 。
TRAIN_SENT_ID_253937,张静江,孙中山,"二次革命 "" 失败 后 , 张静江 又 前往 东京 、 巴黎 支持 孙中山 改建 国民党 。"
TRAIN_SENT_ID_253938,张静江,孙中山,上篇 是 1928 年前 的 张静江 ， 作者 以 大量 史料 披露 了 传主 与 孙中山 的 生死 之情 和 与 蒋介石 的 恩恩怨怨 。
TRAIN_SENT_ID_253939,张静江,孙中山,之后 ， 蒋 撰写 《 孙 大总统 广州 蒙难记 》 一书 ， 该书 由 孙中山 题名 、 张静江 作序 并 资助 出版 ， 大大提高 了 蒋介石 在 国民党 内 的 声望 。
TRAIN_SENT_ID_253940,张静江,孙中山,孙中山 的 得力助手 胡汉民 回忆 说 ： “ 彼时 ， 他 （ 张静江 ） 要求 和 国父 谈话 ， 国父 有 戒心 ， 回避 他 。
TRAIN_SENT_ID_253941,张静江,孙中山,并 派 张静江 找 孙中山 说情 ， 孙中山 才 在 5 月 3 日 任命 蒋介石 为 校长 。
TRAIN_SENT_ID_253942,张静江,孙中山,上海大学 是 孙中山 先生 支持 并 亲任 校董 会 董事长 的 最高 学府 ， 校董 有 章太炎 、 张溥泉 、 张静江 等 。
TRAIN_SENT_ID_253943,张静江,孙中山,因 直言 指责 蒋介石 违背 孙中山 遗志 和 浙江 政治 积弊 ， 遭省 主席 张静江 忌恨 。
TRAIN_SENT_ID_253944,张静江,孙中山,张静江 始终 遵循 孙中山 先生 “ 实业 救国 ” 的 遗训 ， 以 极大 的 热情 和 精力 投入 到 国家 的 建设 事业 中 。
TRAIN_SENT_ID_253945,张静江,孙中山,一诺千金 捐助 革命 — — 孙中山 与 张静江
TRAIN_SENT_ID_253946,张静江,孙中山,等车 停稳 ， 人们 看到 从 车上 下来 的 是 孙中山 、 宋庆龄 、 蒋介石 、 张静江 等 十位 大人物 ， 顿时 都 惊讶 得 合不拢嘴 。
TRAIN_SENT_ID_253947,张静江,孙中山,清朝 诸生 ， 在 日本 留学 其间 ， 与其 兄家蕃 结识 孙中山 、 张静江 ， 加入 同盟会 。
TRAIN_SENT_ID_253948,张静江,孙中山,当时 的 省 主席 张静江 字 人杰 ， 出身 于 浙江省 湖州市 的 丝绸 大户 ， 又 在 法国 开 过 公司 ， 对 孙中山 先生 的 革命 一直 予以 经济 上 的 援助 。
TRAIN_SENT_ID_253949,张静江,孙中山,张静江 还 与 孙中山 约定 ， 今后 需款 ， 以 ABCDE 为 暗号 ， 代表 12345 万之数 。
TRAIN_SENT_ID_253950,张静江,孙中山,有趣 的 是 孙中山 写给 张静江 的 信 ， 大多 是 询问 张静江 身体状况 的 ， 而 蒋介石 给 张静江 的 信 ， 则 以 向 张 借钱 居多 。
TRAIN_SENT_ID_253951,张静江,孙中山,他冈 二弟 张静江 的 关系 ， 与 孙中山 有 交往 ， 参加 同盟会 ， 支持 孙中山 民主革命 。
TRAIN_SENT_ID_253952,张静江,孙中山,南浔 张家 常常 为 人 所 称道 的 是 被 孙中山 称之为 “ 革命 圣人 ” 的 张家 第三代 、 国民党 元老 张静江 ， 以及 同辈 的 、 名噪一时 的 藏书家 张石 铭 。
TRAIN_SENT_ID_253953,张静江,孙中山,张静江 追随 中正 : 1925 年 3 月 12 日 ， 孙中山 在 北京 逝世 后 ， 张静江 一直 支持 蒋介石 的 反共 活动 。
TRAIN_SENT_ID_253954,张静江,孙中山,6 观潮 名人 : 民国 5 年 （ 1916 ) 9 月 15 日 ， 孙中山 偕 夫人 宋庆龄 及 蒋介石 、 朱执信 、 张静江 、 叶楚伧 等 从 上海 至 盐官 观潮 。
TRAIN_SENT_ID_253955,张静江,孙中山,1919 年 ， 蒋介石 通过 张静江 和 孙中山 的 关系 ， 继续 向 陈母 表示 有意 明媒正娶 陈洁如 ， 并 最终 得到 陈母 的 首肯 。
TRAIN_SENT_ID_253956,张静江,孙中山,钱塘潮 观潮 名人 : 民国 5 年 （ 1916 ) 9 月 15 日 ， 孙中山 偕 夫人 宋庆龄 及 蒋介石 、 朱执信 、 张静江 、 叶楚伧 等 从 上海 至 盐官 观潮 。
TRAIN_SENT_ID_253957,张静江,孙中山,拿下 长江三角洲 后 ， 陈其美 和 张静江 急电 流亡 在外 的 孙中山 回国 主政 。
TRAIN_SENT_ID_253958,张静江,孙中山,126 ． 张静江 如何 支持 孙中山
TRAIN_SENT_ID_253959,张静江,孙中山,四周 照片 有 孙中山 和 张静江 在 海宁 的 合影 ； 有 张静江 在 中山陵 铜门 上 的 题字 照片 。
TRAIN_SENT_ID_253960,张静江,孙中山,自此以后 ， 每遇 革命 款项 不济 ， 孙中山 便 想到 了 张静江 的 汇款 之约 ， 而 张 每次 均 能 按时 如数 将款 寄到 。
TRAIN_SENT_ID_253961,张静江,孙中山,黄埔军校 成立 后 ， 张静江 再次 向 孙中山 力荐 蒋介石 。
TRAIN_SENT_ID_253962,张静江,孙中山,张静江 一心 按 孙中山 遗嘱 大 搞 经济 建设 ， 而 蒋介石 则 忙于 “ 剿共 ” 。
TRAIN_SENT_ID_253963,张静江,孙中山,辛亥革命 后 张静江 回国 协助 孙中山 ， 通远 公司 结束 ， 卢芹斋 开办 了 自己 的 古董店 ， 成立 了 卢 吴 古玩 公司 。
TRAIN_SENT_ID_253964,张静江,孙中山,国民党 元老 张静江 是 孙中山 的 重要 助手 ， 反清讨 袁 ． 经费 的 主要 筹款 人 ， 也 曾经 是 蒋介石 的 思想 导师 。
TRAIN_SENT_ID_253965,张静江,孙中山,张静江 的 二 女婿 周君 梅曾 讲 过 一个 故事 ： 孙中山 发动 讨伐 袁世凯 的 二次革命 时 ， 急需 钱来 购买 军火 。
TRAIN_SENT_ID_253966,张静江,孙中山,不仅如此 ， 此后 只要 孙中山 有 电报 来 ， 张静江 从不 回绝 。
TRAIN_SENT_ID_253967,张静江,孙中山,张静江 中国国民党 党 主席 后期 : 孙中山 逝世 后 ， 张静江 一直 支持 蒋介石 的 反共 活动 。
TRAIN_SENT_ID_253968,张静江,孙中山,1923 年 ， 张静江 因病 在 南浔 家中 休养 ， 孙中山 闻讯 ， 特荐 留德 名医 李其芳 为 其 做 电疗 。
TRAIN_SENT_ID_253969,张静江,孙中山,张静江 后期 : 孙中山 逝世 后 ， 张静江 一直 支持 蒋介石 的 反共 活动 。
TRAIN_SENT_ID_253970,张静江,孙中山,按照 孙中山 的 意愿 ， 张静江 首先 签字 ， 依次 是 吴稚晖 、 汪精卫 、 宋子文 、 孔祥熙 、 何香凝 等 12 人 签名 作证 。
TRAIN_SENT_ID_253971,张静江,孙中山,1919 年 暑假 的 一天 ， 孙中山 和 蒋介石 、 戴季陶 看望 张静江 ， 在 张府 陈洁如 首次 遇到 蒋介石 。
TRAIN_SENT_ID_253972,张静江,孙中山,1924 年 5 月 国民党 黄埔军校 成立 ， 张静江 再次 向 孙中山 力荐 蒋介石 。
TRAIN_SENT_ID_253973,张静江,孙中山,自 1925 年 2 月 2 日起 ， 张静江 一直 守护 在 孙中山 身边 ， 每日 详细 地 记录 病情 的 变化 情况 ， 天天 企盼 出现 奇迹 。
TRAIN_SENT_ID_253974,张静江,孙中山,1906 年 春天 ， 孙中山 乘船 绕道 前往 日本 ， 在 这 艘 海轮 上 遇到 了 张静江 。
TRAIN_SENT_ID_253975,张静江,孙中山,1905 年 赵氏 兄弟 与 革命党人 张静江 去 法国巴黎 经商 ， 以 所 获 利润 全部 用于 资助 孙中山 从事 的 革命 活动 。
TRAIN_SENT_ID_253976,张静江,孙中山,1924 年底 ， 孙中山 应 冯玉祥 邀请 ， 离穗 北上 会谈 南北 统一 ， 不期 重病 住院 ， 张静江 抱病 赴京 到 协和医院 探望 孙中山 。
TRAIN_SENT_ID_253977,张静江,孙中山,1918 年 “ 讨 袁之役 ” 失败 ， 张静江 又 往 东京 、 巴黎 ， 支持 孙中山 改组 国民党 为 中华 革命党 ， 被 任命 为 财政部长 。
TRAIN_SENT_ID_253978,张静江,孙中山,孙中山 任 名誉 校董 ， 蔡元培 、 汪精卫 、 章太炎 、 李石曾 、 张继 、 张静江 等 20 余人 担任 校董 。
TRAIN_SENT_ID_253979,张静江,孙中山,观潮 名人 : 民国 5 年 （ 1916 ) 9 月 15 日 ， 孙中山 偕 夫人 宋庆龄 及 蒋介石 、 朱执信 、 张静江 、 叶楚伧 等 从 上海 至 盐官 观潮 。
TRAIN_SENT_ID_253980,张静江,孙中山,盐官镇 观潮 名人 : 民国 5 年 （ 1916 ) 9 月 15 日 ， 孙中山 偕 夫人 宋庆龄 及 蒋介石 、 朱执信 、 张静江 、 叶楚伧 等 从 上海 至 盐官 观潮 。
TRAIN_SENT_ID_253981,张静江,孙中山,光绪 三十一年 （ 1905 年 ） 8 月 ， 张静江 与 孙中山 在 赴法 的 轮船 上 相遇 ， 之后 便 成为 终身 挚友 ， 一直 为 孙中山 的 革命 事业 筹 资助款 。
TRAIN_SENT_ID_253982,张静江,孙中山,在 法国 的 一艘 邮轮 上 ， 唐生豪 与 好 朋友 张静江 邂逅 为 革命 到处 筹集资金 的 孙中山 ， 两人 都 表示 愿 为 革命 捐献 经费 。
TRAIN_SENT_ID_253983,张静江,孙中山,孙中山 对于 张静江 资助 革命 的 义举 十分 感激 ， 曾 让 胡汉民 回信 以示 谢意 。
TRAIN_SENT_ID_253984,张静江,孙中山,看到 张静江 拄着 拐杖 吃力 的 样子 ， 孙中山 不禁 潸然泪下 ： “ 你 病成 这个 样子 ， 为何 还 专程 来看 我 ？ ”
TRAIN_SENT_ID_253985,张静江,孙中山,1919 年 暑假 的 一天 ， 陈洁如 正在 张家 聊天 ， 孙中山 带 着 蒋介石 来看 张静江 。
TRAIN_SENT_ID_253986,张静江,孙中山,8 观潮 名人 : 民国 5 年 （ 1916 ) 9 月 15 日 ， 孙中山 偕 夫人 宋庆龄 及 蒋介石 、 朱执信 、 张静江 、 叶楚伧 等 从 上海 至 盐官 观潮 。
TRAIN_SENT_ID_253987,张静江,孙中山,第六章 孙中山 先生 的 挚友 张静江
TRAIN_SENT_ID_253988,张静江,孙中山,1922 年 夏天 ， 张静江 推荐 蒋介石 到 广州 中山舰 上 侍奉 孙中山 40 多天 ， 从而 使 他 取得 里 孙中山 的 信任 。
TRAIN_SENT_ID_253989,张静江,孙中山,蒋中正 在 1919 年 结识 陈洁如 （ 1905 年 － 1971 年 ） ， 经 张静江 及 孙中山 的 介绍 ， 他 与 陈洁如 在 1921 年 12 月 5 日 结婚 。
TRAIN_SENT_ID_253990,张静江,孙中山,根据 不 完全 统计 ， 张静江 在 辛亥革命 前后 对 革命 的 捐款 达到 了 110 万两 白银 ， 难怪 孙中山 会称 其为 “ 革命 圣人 ” 。
TRAIN_SENT_ID_257851,楚梦瑶,陈雨舒,曾 一直 追求 楚梦瑶 ， 但 不 成功 ， 常常 被 陈雨舒 戏耍 而 受尽 苦头 ， 做些 费力 不 讨好 的 事情 。 ）
TRAIN_SENT_ID_257852,楚梦瑶,陈雨舒,陈雨舒 角色 经历 : 楚梦瑶 的 闺蜜 ， 两人 一起 长大 。
TRAIN_SENT_ID_257853,楚梦瑶,陈雨舒,（ 钟品亮 ： 松山一 中 校园 四大 恶少 之 老三 ， 曾 追求 楚梦瑶 未 成 ， 常 被 陈雨舒 戏耍 而 受尽 苦头 ， 做些 费力 不 讨好 的 事情 。 ）
TRAIN_SENT_ID_257854,楚梦瑶,陈雨舒,不过 ， 安 建文 的 想法 是 好 的 ， 结果 却是 悲剧 的 ， 玩人终 被 玩 ， 糗 相 被 林逸 录 了 下来 ， 给 楚梦瑶 和 陈雨舒 当成 了 笑料 。
TRAIN_SENT_ID_257855,楚梦瑶,陈雨舒,楚梦瑶 离开 后 ， 陈雨舒 便 整天 闷闷不乐 。
TRAIN_SENT_ID_257856,楚梦瑶,陈雨舒,曾派 金钟 门 弟子 马柱 绑架 楚梦瑶 与 陈雨舒 。
TRAIN_SENT_ID_257857,楚梦瑶,陈雨舒,东海 甄 家中 人 ， 因 调戏 楚梦瑶 和 陈雨舒 被 林逸 阻止 ， 后 与 林逸 结仇 。
TRAIN_SENT_ID_257858,楚梦瑶,陈雨舒,楚梦瑶 和 陈雨舒 玩 捉迷藏 的 游戏 ， 倒霉 的 陈雨舒 却 被 卡 在 铁栏杆 中间 出不去 ， 楚梦瑶 只能 赶紧 向 林逸 求助 … …
TRAIN_SENT_ID_257859,楚梦瑶,陈雨舒,东海 市 的 人 ， 因 调戏 楚梦瑶 和 陈雨舒 被 林逸 阻止 ， 后 与 林逸 结仇 。
TRAIN_SENT_ID_257860,楚梦瑶,陈雨舒,林逸 走火入魔 陷入 昏迷 时 ， 楚梦瑶 与 陈雨舒 尽心尽力 保护 林逸 ， 努力 挣钱 帮 他 买药 。
TRAIN_SENT_ID_257861,楚梦瑶,陈雨舒,楚梦瑶 、 唐韵 、 雨 凝 、 陈雨舒 、 冯笑笑 、 王心 妍 、 天婵 、 关馨 、 土 冉冉 （ 小九 ） 、 冰糖 、 郁 小可 、 宋 凌珊 、
TRAIN_SENT_ID_257862,楚梦瑶,陈雨舒,（ 钟品亮 ： 松山 四大 恶少 之一 ， 曾 追求 楚梦瑶 未 成 ， 常 被 陈雨舒 戏耍 而 受尽 苦头 ， 做些 费力 不 讨好 的 事情 。 ）
TRAIN_SENT_ID_257863,楚梦瑶,陈雨舒,楚梦瑶 和 陈雨舒 去 游乐园 玩 ， 楚鹏展 的 对手 再次 对 她们 下手 ， 但是 给力 的 小舒 总能 歪打正着 的 让 坏人 一个个 受到 惩罚 ！
TRAIN_SENT_ID_257864,楚梦瑶,陈雨舒,甄 英俊 东海 甄 家中 人 ， 因 调戏 楚梦瑶 和 陈雨舒 被 林逸 阻止 ， 后 与 林逸 结仇 。
TRAIN_SENT_ID_257865,楚梦瑶,陈雨舒,一直 追求 楚梦瑶 ， 但 不 成功 ， 常常 被 陈雨舒 戏耍 而 受尽 苦头 ， 做些 费力 不 讨好 的 事情 。
TRAIN_SENT_ID_257866,楚梦瑶,陈雨舒,楚梦瑶 人物 设定 : 闺蜜 ： 陈雨舒
TRAIN_SENT_ID_259700,黎锦熙,毛泽东,十六 、 半个 多 世纪 的 师友 之交 — — 毛泽东 和 黎锦熙
TRAIN_SENT_ID_259701,黎锦熙,毛泽东,毛泽东 在 《 致 黎锦熙 信 》 中说 ： “ 愚于 近人 ， 独服 曾 文正 ， 观其收 洪杨 一役 ， 完满无缺 ， 使以 今人 易其位 ， 其能 如 彼 完满 乎 ？ ”
TRAIN_SENT_ID_259702,黎锦熙,毛泽东,后来 ， 因为 安全 的 原因 ， 毛泽东 只好 将 黎锦熙 请 到 中南海 做客 ， 并 与 他 讨论 有关 教育 、 文字改革 等 事 。
TRAIN_SENT_ID_259703,黎锦熙,毛泽东,当时 黎锦熙 讲授 历史课 ， 这是 毛泽东 最 感兴趣 的 课程 。
TRAIN_SENT_ID_259704,黎锦熙,毛泽东,黎锦熙 与 毛泽东 的 师生 情谊 因此 而 逐渐 深厚 ， 黎锦熙 到 北京 后 ， 毛泽东 曾 写给 黎六封 亲笔信 。
